id,cert,domain,difficulty,scenarioOrg,stem,A,B,C,D,answer,explanation,tags
az500-d2-q35,AZ-500,Secure networking,medium,Nexus Financial,You are designing controls for Nexus Financial. The requirement is to protect public-facing workloads from volumetric attacks. Which implementation is the most appropriate?,enable Azure DDoS Network Protection for the virtual network,add more NSG deny rules only,rotate storage keys,create an access review,A,"The best answer is to enable Azure DDoS Network Protection for the virtual network. This directly addresses DDoS Protection, keeps permissions scoped, and matches the exam objective for Secure networking.","ddos, ddos, domain-2"
az500-d2-q36,AZ-500,Secure networking,easy,FortisAid Healthcare,FortisAid Healthcare is working in a healthcare tenant with sensitive patient data. The security lead needs to troubleshoot effective security rules and traffic flow. Which action best satisfies the requirement while following least privilege?,review company branding,"use Network Watcher IP flow verify, effective security rules, and connection troubleshoot",use SSPR reports,create a new tenant,B,"The best answer is to use Network Watcher IP flow verify, effective security rules, and connection troubleshoot. This directly addresses Network Watcher diagnostics, keeps permissions scoped, and matches the exam objective for Secure networking.","network-watcher, network, domain-2"
az500-d2-q37,AZ-500,Secure networking,medium,ClearVault Finance,"During a review at ClearVault Finance, auditors found a gap related to NSGs and ASGs. You must fix it without adding unnecessary standing access. What should you do?",open all inbound traffic,use public IPs for databases,create NSG rules using ASGs for source and destination tiers,assign Owner to the subnet,C,"The best answer is to create NSG rules using ASGs for source and destination tiers. This directly addresses NSGs and ASGs, keeps permissions scoped, and matches the exam objective for Secure networking.","nsg-asg, nsgs, domain-2"
az500-d2-q38,AZ-500,Secure networking,medium,Helix x Pulse Networks,"A change request at Helix x Pulse Networks says: ""keep PaaS traffic on private IP addresses."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",allow public network access from all networks,use only an NSG on the client subnet,share storage keys,create Private Endpoints with private DNS integration,D,"The best answer is to create Private Endpoints with private DNS integration. This directly addresses Private Endpoints and Private Link, keeps permissions scoped, and matches the exam objective for Secure networking.","private-endpoints, private, domain-2"
az500-d2-q39,AZ-500,Secure networking,hard,Nexus Financial,"Nexus Financial has a production issue involving Azure Firewall and firewall policies. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",route traffic through Azure Firewall and manage rules with firewall policy,place NSGs only on every NIC,disable UDRs,use a public load balancer for egress control,A,"The best answer is to route traffic through Azure Firewall and manage rules with firewall policy. This directly addresses Azure Firewall and firewall policies, keeps permissions scoped, and matches the exam objective for Secure networking. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","azure-firewall, azure, domain-2"
az500-d2-q40,AZ-500,Secure networking,medium,FortisAid Healthcare,You are designing controls for FortisAid Healthcare. The requirement is to protect public web apps from common web attacks. Which implementation is the most appropriate?,use a storage firewall,enable WAF on Application Gateway or Azure Front Door with managed rules,use only PIM,turn off TLS inspection everywhere,B,"The best answer is to enable WAF on Application Gateway or Azure Front Door with managed rules. This directly addresses Web Application Firewall, keeps permissions scoped, and matches the exam objective for Secure networking.","waf, web, domain-2"
az500-d2-q41,AZ-500,Secure networking,easy,ClearVault Finance,ClearVault Finance is working in a secure Azure landing zone. The security lead needs to protect public-facing workloads from volumetric attacks. Which action best satisfies the requirement while following least privilege?,add more NSG deny rules only,rotate storage keys,enable Azure DDoS Network Protection for the virtual network,create an access review,C,"The best answer is to enable Azure DDoS Network Protection for the virtual network. This directly addresses DDoS Protection, keeps permissions scoped, and matches the exam objective for Secure networking.","ddos, ddos, domain-2"
az500-d2-q42,AZ-500,Secure networking,medium,Helix x Pulse Networks,"During a review at Helix x Pulse Networks, auditors found a gap related to Network Watcher diagnostics. You must fix it without adding unnecessary standing access. What should you do?",review company branding,use SSPR reports,create a new tenant,"use Network Watcher IP flow verify, effective security rules, and connection troubleshoot",D,"The best answer is to use Network Watcher IP flow verify, effective security rules, and connection troubleshoot. This directly addresses Network Watcher diagnostics, keeps permissions scoped, and matches the exam objective for Secure networking.","network-watcher, network, domain-2"
az500-d2-q43,AZ-500,Secure networking,medium,Nexus Financial,"A change request at Nexus Financial says: ""allow web traffic to app servers while blocking direct database access."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",create NSG rules using ASGs for source and destination tiers,open all inbound traffic,use public IPs for databases,assign Owner to the subnet,A,"The best answer is to create NSG rules using ASGs for source and destination tiers. This directly addresses NSGs and ASGs, keeps permissions scoped, and matches the exam objective for Secure networking.","nsg-asg, nsgs, domain-2"
az500-d2-q44,AZ-500,Secure networking,hard,FortisAid Healthcare,"FortisAid Healthcare has a production issue involving Private Endpoints and Private Link. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",allow public network access from all networks,create Private Endpoints with private DNS integration,use only an NSG on the client subnet,share storage keys,B,"The best answer is to create Private Endpoints with private DNS integration. This directly addresses Private Endpoints and Private Link, keeps permissions scoped, and matches the exam objective for Secure networking. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","private-endpoints, private, domain-2"
az500-d2-q45,AZ-500,Secure networking,medium,ClearVault Finance,You are designing controls for ClearVault Finance. The requirement is to centralize outbound filtering for hub-spoke networks. Which implementation is the most appropriate?,place NSGs only on every NIC,disable UDRs,route traffic through Azure Firewall and manage rules with firewall policy,use a public load balancer for egress control,C,"The best answer is to route traffic through Azure Firewall and manage rules with firewall policy. This directly addresses Azure Firewall and firewall policies, keeps permissions scoped, and matches the exam objective for Secure networking.","azure-firewall, azure, domain-2"
az500-d2-q46,AZ-500,Secure networking,easy,Helix x Pulse Networks,Helix x Pulse Networks is working in a post-acquisition identity consolidation. The security lead needs to protect public web apps from common web attacks. Which action best satisfies the requirement while following least privilege?,use a storage firewall,use only PIM,turn off TLS inspection everywhere,enable WAF on Application Gateway or Azure Front Door with managed rules,D,"The best answer is to enable WAF on Application Gateway or Azure Front Door with managed rules. This directly addresses Web Application Firewall, keeps permissions scoped, and matches the exam objective for Secure networking.","waf, web, domain-2"
az500-d2-q47,AZ-500,Secure networking,medium,Nexus Financial,"During a review at Nexus Financial, auditors found a gap related to DDoS Protection. You must fix it without adding unnecessary standing access. What should you do?",enable Azure DDoS Network Protection for the virtual network,add more NSG deny rules only,rotate storage keys,create an access review,A,"The best answer is to enable Azure DDoS Network Protection for the virtual network. This directly addresses DDoS Protection, keeps permissions scoped, and matches the exam objective for Secure networking.","ddos, ddos, domain-2"
az500-d2-q48,AZ-500,Secure networking,medium,FortisAid Healthcare,"A change request at FortisAid Healthcare says: ""troubleshoot effective security rules and traffic flow."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",review company branding,"use Network Watcher IP flow verify, effective security rules, and connection troubleshoot",use SSPR reports,create a new tenant,B,"The best answer is to use Network Watcher IP flow verify, effective security rules, and connection troubleshoot. This directly addresses Network Watcher diagnostics, keeps permissions scoped, and matches the exam objective for Secure networking.","network-watcher, network, domain-2"
az500-d2-q49,AZ-500,Secure networking,hard,ClearVault Finance,"ClearVault Finance has a production issue involving NSGs and ASGs. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",open all inbound traffic,use public IPs for databases,create NSG rules using ASGs for source and destination tiers,assign Owner to the subnet,C,"The best answer is to create NSG rules using ASGs for source and destination tiers. This directly addresses NSGs and ASGs, keeps permissions scoped, and matches the exam objective for Secure networking. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","nsg-asg, nsgs, domain-2"
az500-d2-q50,AZ-500,Secure networking,medium,Helix x Pulse Networks,You are designing controls for Helix x Pulse Networks. The requirement is to keep PaaS traffic on private IP addresses. Which implementation is the most appropriate?,allow public network access from all networks,use only an NSG on the client subnet,share storage keys,create Private Endpoints with private DNS integration,D,"The best answer is to create Private Endpoints with private DNS integration. This directly addresses Private Endpoints and Private Link, keeps permissions scoped, and matches the exam objective for Secure networking.","private-endpoints, private, domain-2"
az500-d3-q01,AZ-500,"Secure compute, storage, and databases",easy,Helix x Pulse Networks,Helix x Pulse Networks is working in a post-acquisition identity consolidation. The security lead needs to remove public RDP/SSH exposure. Which action best satisfies the requirement while following least privilege?,deploy Azure Bastion and enable JIT VM access,open port 3389 to the internet,share a local administrator password,disable Defender for Servers,A,"The best answer is to deploy Azure Bastion and enable JIT VM access. This directly addresses VM security, Bastion, and JIT, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","vm-security, vm, domain-3"
az500-d3-q02,AZ-500,"Secure compute, storage, and databases",medium,Nexus Financial,"During a review at Nexus Financial, auditors found a gap related to disk encryption and trusted launch. You must fix it without adding unnecessary standing access. What should you do?",rely only on NSGs,use encryption at host or disk encryption plus trusted launch features where supported,turn off vTPM,store keys in code,B,"The best answer is to use encryption at host or disk encryption plus trusted launch features where supported. This directly addresses disk encryption and trusted launch, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","disk-encryption, disk, domain-3"
az500-d3-q03,AZ-500,"Secure compute, storage, and databases",medium,FortisAid Healthcare,"A change request at FortisAid Healthcare says: ""secure cluster access and workload isolation."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",use cluster-admin for all developers,allow anonymous Kubernetes API access,"integrate AKS with Entra ID, RBAC, network policies, and Defender for Containers",store kubeconfig in a shared folder,C,"The best answer is to integrate AKS with Entra ID, RBAC, network policies, and Defender for Containers. This directly addresses AKS security, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","aks-security, aks, domain-3"
az500-d3-q04,AZ-500,"Secure compute, storage, and databases",hard,ClearVault Finance,"ClearVault Finance has a production issue involving storage account hardening. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",use account keys everywhere,allow anonymous blob access,disable diagnostics,"disable public access, use private access, RBAC, soft delete, versioning, and immutable storage as needed",D,"The best answer is to disable public access, use private access, RBAC, soft delete, versioning, and immutable storage as needed. This directly addresses storage account hardening, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","storage-hardening, storage, domain-3"
az500-d3-q05,AZ-500,"Secure compute, storage, and databases",medium,Helix x Pulse Networks,You are designing controls for Helix x Pulse Networks. The requirement is to provide limited temporary blob access. Which implementation is the most appropriate?,issue a short-lived user delegation SAS with least permissions,share the account key,grant Owner,make the container public,A,"The best answer is to issue a short-lived user delegation SAS with least permissions. This directly addresses shared access signatures, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","sas, shared, domain-3"
az500-d3-q06,AZ-500,"Secure compute, storage, and databases",easy,Nexus Financial,Nexus Financial is working in a regulated finance environment. The security lead needs to protect databases from data exposure and suspicious activity. Which action best satisfies the requirement while following least privilege?,open SQL firewall to all Azure services by default,"enable auditing, Microsoft Defender for SQL, TDE, vulnerability assessment, and private connectivity",disable auditing,use shared SQL admin credentials,B,"The best answer is to enable auditing, Microsoft Defender for SQL, TDE, vulnerability assessment, and private connectivity. This directly addresses Azure SQL security, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","sql-security, azure, domain-3"
az500-d3-q07,AZ-500,"Secure compute, storage, and databases",medium,FortisAid Healthcare,"During a review at FortisAid Healthcare, auditors found a gap related to App Service and Functions security. You must fix it without adding unnecessary standing access. What should you do?",hardcode secrets,allow FTP with basic auth,"configure authentication, managed identity, Key Vault references, TLS, and private networking",disable HTTPS only,C,"The best answer is to configure authentication, managed identity, Key Vault references, TLS, and private networking. This directly addresses App Service and Functions security, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","app-service-security, app, domain-3"
az500-d3-q08,AZ-500,"Secure compute, storage, and databases",medium,ClearVault Finance,"A change request at ClearVault Finance says: ""remove public RDP/SSH exposure."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",open port 3389 to the internet,share a local administrator password,disable Defender for Servers,deploy Azure Bastion and enable JIT VM access,D,"The best answer is to deploy Azure Bastion and enable JIT VM access. This directly addresses VM security, Bastion, and JIT, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","vm-security, vm, domain-3"
az500-d3-q09,AZ-500,"Secure compute, storage, and databases",hard,Helix x Pulse Networks,"Helix x Pulse Networks has a production issue involving disk encryption and trusted launch. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",use encryption at host or disk encryption plus trusted launch features where supported,rely only on NSGs,turn off vTPM,store keys in code,A,"The best answer is to use encryption at host or disk encryption plus trusted launch features where supported. This directly addresses disk encryption and trusted launch, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","disk-encryption, disk, domain-3"
az500-d3-q10,AZ-500,"Secure compute, storage, and databases",medium,Nexus Financial,You are designing controls for Nexus Financial. The requirement is to secure cluster access and workload isolation. Which implementation is the most appropriate?,use cluster-admin for all developers,"integrate AKS with Entra ID, RBAC, network policies, and Defender for Containers",allow anonymous Kubernetes API access,store kubeconfig in a shared folder,B,"The best answer is to integrate AKS with Entra ID, RBAC, network policies, and Defender for Containers. This directly addresses AKS security, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","aks-security, aks, domain-3"
az500-d3-q11,AZ-500,"Secure compute, storage, and databases",easy,FortisAid Healthcare,FortisAid Healthcare is working in a healthcare tenant with sensitive patient data. The security lead needs to reduce data exposure and recover from accidental deletion. Which action best satisfies the requirement while following least privilege?,use account keys everywhere,allow anonymous blob access,"disable public access, use private access, RBAC, soft delete, versioning, and immutable storage as needed",disable diagnostics,C,"The best answer is to disable public access, use private access, RBAC, soft delete, versioning, and immutable storage as needed. This directly addresses storage account hardening, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","storage-hardening, storage, domain-3"
az500-d3-q12,AZ-500,"Secure compute, storage, and databases",medium,ClearVault Finance,"During a review at ClearVault Finance, auditors found a gap related to shared access signatures. You must fix it without adding unnecessary standing access. What should you do?",share the account key,grant Owner,make the container public,issue a short-lived user delegation SAS with least permissions,D,"The best answer is to issue a short-lived user delegation SAS with least permissions. This directly addresses shared access signatures, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","sas, shared, domain-3"
az500-d3-q13,AZ-500,"Secure compute, storage, and databases",medium,Helix x Pulse Networks,"A change request at Helix x Pulse Networks says: ""protect databases from data exposure and suspicious activity."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?","enable auditing, Microsoft Defender for SQL, TDE, vulnerability assessment, and private connectivity",open SQL firewall to all Azure services by default,disable auditing,use shared SQL admin credentials,A,"The best answer is to enable auditing, Microsoft Defender for SQL, TDE, vulnerability assessment, and private connectivity. This directly addresses Azure SQL security, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","sql-security, azure, domain-3"
az500-d3-q14,AZ-500,"Secure compute, storage, and databases",hard,Nexus Financial,"Nexus Financial has a production issue involving App Service and Functions security. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",hardcode secrets,"configure authentication, managed identity, Key Vault references, TLS, and private networking",allow FTP with basic auth,disable HTTPS only,B,"The best answer is to configure authentication, managed identity, Key Vault references, TLS, and private networking. This directly addresses App Service and Functions security, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","app-service-security, app, domain-3"
az500-d3-q15,AZ-500,"Secure compute, storage, and databases",medium,FortisAid Healthcare,You are designing controls for FortisAid Healthcare. The requirement is to remove public RDP/SSH exposure. Which implementation is the most appropriate?,open port 3389 to the internet,share a local administrator password,deploy Azure Bastion and enable JIT VM access,disable Defender for Servers,C,"The best answer is to deploy Azure Bastion and enable JIT VM access. This directly addresses VM security, Bastion, and JIT, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","vm-security, vm, domain-3"
az500-d3-q16,AZ-500,"Secure compute, storage, and databases",easy,ClearVault Finance,ClearVault Finance is working in a secure Azure landing zone. The security lead needs to protect VM disks and boot integrity. Which action best satisfies the requirement while following least privilege?,rely only on NSGs,turn off vTPM,store keys in code,use encryption at host or disk encryption plus trusted launch features where supported,D,"The best answer is to use encryption at host or disk encryption plus trusted launch features where supported. This directly addresses disk encryption and trusted launch, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","disk-encryption, disk, domain-3"
az500-d3-q17,AZ-500,"Secure compute, storage, and databases",medium,Helix x Pulse Networks,"During a review at Helix x Pulse Networks, auditors found a gap related to AKS security. You must fix it without adding unnecessary standing access. What should you do?","integrate AKS with Entra ID, RBAC, network policies, and Defender for Containers",use cluster-admin for all developers,allow anonymous Kubernetes API access,store kubeconfig in a shared folder,A,"The best answer is to integrate AKS with Entra ID, RBAC, network policies, and Defender for Containers. This directly addresses AKS security, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","aks-security, aks, domain-3"
az500-d3-q18,AZ-500,"Secure compute, storage, and databases",medium,Nexus Financial,"A change request at Nexus Financial says: ""reduce data exposure and recover from accidental deletion."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",use account keys everywhere,"disable public access, use private access, RBAC, soft delete, versioning, and immutable storage as needed",allow anonymous blob access,disable diagnostics,B,"The best answer is to disable public access, use private access, RBAC, soft delete, versioning, and immutable storage as needed. This directly addresses storage account hardening, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","storage-hardening, storage, domain-3"
az500-d3-q19,AZ-500,"Secure compute, storage, and databases",hard,FortisAid Healthcare,"FortisAid Healthcare has a production issue involving shared access signatures. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",share the account key,grant Owner,issue a short-lived user delegation SAS with least permissions,make the container public,C,"The best answer is to issue a short-lived user delegation SAS with least permissions. This directly addresses shared access signatures, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","sas, shared, domain-3"
az500-d3-q20,AZ-500,"Secure compute, storage, and databases",medium,ClearVault Finance,You are designing controls for ClearVault Finance. The requirement is to protect databases from data exposure and suspicious activity. Which implementation is the most appropriate?,open SQL firewall to all Azure services by default,disable auditing,use shared SQL admin credentials,"enable auditing, Microsoft Defender for SQL, TDE, vulnerability assessment, and private connectivity",D,"The best answer is to enable auditing, Microsoft Defender for SQL, TDE, vulnerability assessment, and private connectivity. This directly addresses Azure SQL security, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","sql-security, azure, domain-3"
az500-d3-q21,AZ-500,"Secure compute, storage, and databases",easy,Helix x Pulse Networks,Helix x Pulse Networks is working in a post-acquisition identity consolidation. The security lead needs to restrict web app access and remove secrets. Which action best satisfies the requirement while following least privilege?,"configure authentication, managed identity, Key Vault references, TLS, and private networking",hardcode secrets,allow FTP with basic auth,disable HTTPS only,A,"The best answer is to configure authentication, managed identity, Key Vault references, TLS, and private networking. This directly addresses App Service and Functions security, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","app-service-security, app, domain-3"
az500-d3-q22,AZ-500,"Secure compute, storage, and databases",medium,Nexus Financial,"During a review at Nexus Financial, auditors found a gap related to VM security, Bastion, and JIT. You must fix it without adding unnecessary standing access. What should you do?",open port 3389 to the internet,deploy Azure Bastion and enable JIT VM access,share a local administrator password,disable Defender for Servers,B,"The best answer is to deploy Azure Bastion and enable JIT VM access. This directly addresses VM security, Bastion, and JIT, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","vm-security, vm, domain-3"
az500-d3-q23,AZ-500,"Secure compute, storage, and databases",medium,FortisAid Healthcare,"A change request at FortisAid Healthcare says: ""protect VM disks and boot integrity."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",rely only on NSGs,turn off vTPM,use encryption at host or disk encryption plus trusted launch features where supported,store keys in code,C,"The best answer is to use encryption at host or disk encryption plus trusted launch features where supported. This directly addresses disk encryption and trusted launch, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","disk-encryption, disk, domain-3"
az500-d3-q24,AZ-500,"Secure compute, storage, and databases",hard,ClearVault Finance,"ClearVault Finance has a production issue involving AKS security. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",use cluster-admin for all developers,allow anonymous Kubernetes API access,store kubeconfig in a shared folder,"integrate AKS with Entra ID, RBAC, network policies, and Defender for Containers",D,"The best answer is to integrate AKS with Entra ID, RBAC, network policies, and Defender for Containers. This directly addresses AKS security, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","aks-security, aks, domain-3"
az500-d3-q25,AZ-500,"Secure compute, storage, and databases",medium,Helix x Pulse Networks,You are designing controls for Helix x Pulse Networks. The requirement is to reduce data exposure and recover from accidental deletion. Which implementation is the most appropriate?,"disable public access, use private access, RBAC, soft delete, versioning, and immutable storage as needed",use account keys everywhere,allow anonymous blob access,disable diagnostics,A,"The best answer is to disable public access, use private access, RBAC, soft delete, versioning, and immutable storage as needed. This directly addresses storage account hardening, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","storage-hardening, storage, domain-3"
az500-d3-q26,AZ-500,"Secure compute, storage, and databases",easy,Nexus Financial,Nexus Financial is working in a regulated finance environment. The security lead needs to provide limited temporary blob access. Which action best satisfies the requirement while following least privilege?,share the account key,issue a short-lived user delegation SAS with least permissions,grant Owner,make the container public,B,"The best answer is to issue a short-lived user delegation SAS with least permissions. This directly addresses shared access signatures, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","sas, shared, domain-3"
az500-d3-q27,AZ-500,"Secure compute, storage, and databases",medium,FortisAid Healthcare,"During a review at FortisAid Healthcare, auditors found a gap related to Azure SQL security. You must fix it without adding unnecessary standing access. What should you do?",open SQL firewall to all Azure services by default,disable auditing,"enable auditing, Microsoft Defender for SQL, TDE, vulnerability assessment, and private connectivity",use shared SQL admin credentials,C,"The best answer is to enable auditing, Microsoft Defender for SQL, TDE, vulnerability assessment, and private connectivity. This directly addresses Azure SQL security, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","sql-security, azure, domain-3"
az500-d3-q28,AZ-500,"Secure compute, storage, and databases",medium,ClearVault Finance,"A change request at ClearVault Finance says: ""restrict web app access and remove secrets."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",hardcode secrets,allow FTP with basic auth,disable HTTPS only,"configure authentication, managed identity, Key Vault references, TLS, and private networking",D,"The best answer is to configure authentication, managed identity, Key Vault references, TLS, and private networking. This directly addresses App Service and Functions security, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","app-service-security, app, domain-3"
az500-d3-q29,AZ-500,"Secure compute, storage, and databases",hard,Helix x Pulse Networks,"Helix x Pulse Networks has a production issue involving VM security, Bastion, and JIT. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",deploy Azure Bastion and enable JIT VM access,open port 3389 to the internet,share a local administrator password,disable Defender for Servers,A,"The best answer is to deploy Azure Bastion and enable JIT VM access. This directly addresses VM security, Bastion, and JIT, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","vm-security, vm, domain-3"
az500-d3-q30,AZ-500,"Secure compute, storage, and databases",medium,Nexus Financial,You are designing controls for Nexus Financial. The requirement is to protect VM disks and boot integrity. Which implementation is the most appropriate?,rely only on NSGs,use encryption at host or disk encryption plus trusted launch features where supported,turn off vTPM,store keys in code,B,"The best answer is to use encryption at host or disk encryption plus trusted launch features where supported. This directly addresses disk encryption and trusted launch, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","disk-encryption, disk, domain-3"
az500-d3-q31,AZ-500,"Secure compute, storage, and databases",easy,FortisAid Healthcare,FortisAid Healthcare is working in a healthcare tenant with sensitive patient data. The security lead needs to secure cluster access and workload isolation. Which action best satisfies the requirement while following least privilege?,use cluster-admin for all developers,allow anonymous Kubernetes API access,"integrate AKS with Entra ID, RBAC, network policies, and Defender for Containers",store kubeconfig in a shared folder,C,"The best answer is to integrate AKS with Entra ID, RBAC, network policies, and Defender for Containers. This directly addresses AKS security, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","aks-security, aks, domain-3"
az500-d3-q32,AZ-500,"Secure compute, storage, and databases",medium,ClearVault Finance,"During a review at ClearVault Finance, auditors found a gap related to storage account hardening. You must fix it without adding unnecessary standing access. What should you do?",use account keys everywhere,allow anonymous blob access,disable diagnostics,"disable public access, use private access, RBAC, soft delete, versioning, and immutable storage as needed",D,"The best answer is to disable public access, use private access, RBAC, soft delete, versioning, and immutable storage as needed. This directly addresses storage account hardening, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","storage-hardening, storage, domain-3"
az500-d3-q33,AZ-500,"Secure compute, storage, and databases",medium,Helix x Pulse Networks,"A change request at Helix x Pulse Networks says: ""provide limited temporary blob access."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",issue a short-lived user delegation SAS with least permissions,share the account key,grant Owner,make the container public,A,"The best answer is to issue a short-lived user delegation SAS with least permissions. This directly addresses shared access signatures, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","sas, shared, domain-3"
az500-d3-q34,AZ-500,"Secure compute, storage, and databases",hard,Nexus Financial,"Nexus Financial has a production issue involving Azure SQL security. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",open SQL firewall to all Azure services by default,"enable auditing, Microsoft Defender for SQL, TDE, vulnerability assessment, and private connectivity",disable auditing,use shared SQL admin credentials,B,"The best answer is to enable auditing, Microsoft Defender for SQL, TDE, vulnerability assessment, and private connectivity. This directly addresses Azure SQL security, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","sql-security, azure, domain-3"
az500-d3-q35,AZ-500,"Secure compute, storage, and databases",medium,FortisAid Healthcare,You are designing controls for FortisAid Healthcare. The requirement is to restrict web app access and remove secrets. Which implementation is the most appropriate?,hardcode secrets,allow FTP with basic auth,"configure authentication, managed identity, Key Vault references, TLS, and private networking",disable HTTPS only,C,"The best answer is to configure authentication, managed identity, Key Vault references, TLS, and private networking. This directly addresses App Service and Functions security, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","app-service-security, app, domain-3"
az500-d3-q36,AZ-500,"Secure compute, storage, and databases",easy,ClearVault Finance,ClearVault Finance is working in a secure Azure landing zone. The security lead needs to remove public RDP/SSH exposure. Which action best satisfies the requirement while following least privilege?,open port 3389 to the internet,share a local administrator password,disable Defender for Servers,deploy Azure Bastion and enable JIT VM access,D,"The best answer is to deploy Azure Bastion and enable JIT VM access. This directly addresses VM security, Bastion, and JIT, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","vm-security, vm, domain-3"
az500-d3-q37,AZ-500,"Secure compute, storage, and databases",medium,Helix x Pulse Networks,"During a review at Helix x Pulse Networks, auditors found a gap related to disk encryption and trusted launch. You must fix it without adding unnecessary standing access. What should you do?",use encryption at host or disk encryption plus trusted launch features where supported,rely only on NSGs,turn off vTPM,store keys in code,A,"The best answer is to use encryption at host or disk encryption plus trusted launch features where supported. This directly addresses disk encryption and trusted launch, keeps permissions scoped, and matches the exam objective for Secure compute, storage, and databases.","disk-encryption, disk, domain-3"
